batch_size_val,top1_accuracy_mean,top1_accuracy_std,ece_15bins_percent_mean,ece_15bins_percent_std,mce_15bins_percent_mean,mce_15bins_percent_std,mean_ucb_score_mean,mean_ucb_score_std,auroc_combined_mean,auroc_combined_std,runtime_seconds_mean,runtime_seconds_std
1,73.01147368421053,5.454386322222398,18.946585106138237,4.441713844284241,38.09893149307245,3.718221102925441,0.840453447417274,0.017157100469815414,0.8266839141004632,0.03105518392926267,1162.5952631578948,38.902305325637506
8,74.29778947368422,4.536370497054854,13.15064744329575,2.5357979278119207,24.642847537012035,2.51642124371425,0.7791214907095533,0.028746643327468263,0.8371300100315978,0.009958643169587436,343.37105263157895,15.634173358645713
32,73.56673684210527,4.922983386819479,7.13753845387266,1.6546403080261918,14.78675900056812,2.666872197359975,0.6906210506985387,0.046252518151805457,0.8479542466671752,0.007299333890836484,300.5384210526316,16.109919395328344
64,72.46315789473684,5.629437758220994,4.2744225608082,1.3739686678009473,9.976046621373092,2.050620826017492,0.6391341397253599,0.05984029269732389,0.8518956912892558,0.005606338456605921,291.32894736842104,16.244092223443666
