method,method_display,config_id,seed,corruption,severity,batch_size,max_batches,trainable_parameters,runtime_seconds,peak_gpu_memory_mb,optimizer_steps,lr,optimizer,num_samples,num_correct,num_wrong,error_rate,top1_accuracy,accuracy,ece_15bins_percent,mce_15bins_percent,mean_confidence,mean_predictive_entropy,mean_entropy,mean_uncertainty,mean_mutual_info,mean_ucb_score,mean_come_loss,correct_confidence,wrong_confidence,confidence_separation,correct_uncertainty,wrong_uncertainty,uncertainty_separation,correct_mutual_info,wrong_mutual_info,mutual_info_separation,correct_ucb_score,wrong_ucb_score,ucb_separation,hce_rate@0.8,hce_risk@0.8,hce_rate@0.9,hce_risk@0.9,hce_rate@0.95,hce_risk@0.95,aurc,e_aurc,selective_risk@0.80,selective_risk@0.90,selective_risk@0.95,aurc_uncertainty,aurc_ucb_score,auroc_neg_max_confidence,auroc_entropy,auroc_neg_margin,auroc_uncertainty,auroc_neg_mutual_info,auroc_neg_ucb_score,auroc_combined,auroc_error_combined,cfg_lr,cfg_optimizer,cfg_weight_decay,cfg_come_p_norm,cfg_come_tau,cfg_come_evidence_mode,cfg_lambda_come,cfg_eps,cfg_tau_c,cfg_tau_u,cfg_T_c,cfg_T_u,cfg_lambda_cal,cfg_lambda_fpa,cfg_class_balance_ema,cfg_prototype_momentum,cfg_prototype_temperature,cfg_eata_eps_scale,cfg_eata_fisher_lambda,cfg_eata_alpha_f,cfg_eata_alpha_w,cfg_sar_eps_scale,cfg_sar_rho,cfg_disable_ucb,cfg_disable_class_balance,cfg_disable_scale_norm,cfg_class_balance_count_floor,cfg_class_balance_w_clip_min,cfg_class_balance_w_clip_max
come,COME,come,2,jpeg_compression,3,128,-1,38400,279.63,10072.9,391,0.0001,adam,50000,36518,13482,0.26964,73.036,73.036,7.322255690170917,10.927466455398829,0.6571374430982908,2.1272509187860416,2.1272509187860416,0.1454718496674353,1.2063277846941398,0.0,1.365652639724072,0.733978758471975,0.4490013242126506,0.2849774342593243,0.1343071990631525,0.1757129645441003,0.0414057654809478,1.1283520142249923,1.4175367437500908,-0.2891847295250984,0.0,0.0,0.0,0.01828,0.0482856991917164,0.003,0.033193184332817,0.00034,0.0393518518518518,0.0974794764683981,0.0573315273169865,0.167375,0.2145333333333333,0.2409684210526315,0.1811084800263734,0.2677979852520065,0.8418652287550253,0.8024668519045124,0.8415534993649334,0.6658566999723172,0.3393420914717543,0.5,0.8448828294945663,0.8448828294945663,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,jpeg_compression,4,128,-1,38400,268.21,10072.9,391,0.0001,adam,50000,34646,15354,0.30708,69.292,69.292,6.10714379279874,9.933858598018286,0.6318485620720126,2.2468037517280504,2.2468037517280504,0.149414449654844,1.2327963034663445,0.0,1.4691719079001806,0.719974974627736,0.4329930397712705,0.2869819348564654,0.1362631595227389,0.1790900780198899,0.042826918497151,1.1414033734736373,1.4390226583267924,-0.2976192848531551,0.0,0.0,0.0,0.01884,0.0553694233821195,0.00268,0.0339584389254941,0.0004,0.059171597633136,0.1182619219578012,0.0653731982136535,0.204475,0.2524,0.2790315789473684,0.2078571927018959,0.3108270221987431,0.8379505574576349,0.8021141862903495,0.8359214175093156,0.6694579222842223,0.3360582928902267,0.5,0.8410194617254277,0.8410194617254277,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,jpeg_compression,5,128,-1,38400,277.58,10072.9,391,0.0001,adam,50000,31898,18102,0.36204,63.796,63.796,4.495379130346701,8.692601721046367,0.5935750733579882,2.4347649110037928,2.4347649110037928,0.1568010272454681,1.2831841449161898,0.0,1.6227723547109685,0.6992923964493043,0.4072878580245,0.2920045384248042,0.1403576559248865,0.1857763149696925,0.0454186590448059,1.1698286068582449,1.4829308553886418,-0.3131022485303969,0.0,0.0,0.0,0.01788,0.0619886284842601,0.00222,0.0344827586206896,0.0002,0.03690036900369,0.1501598488236417,0.074869914106499,0.261075,0.3100444444444444,0.3350736842105263,0.2453135953427749,0.3711973539639329,0.8349404933963946,0.8047318149272333,0.8293450309055007,0.6775034138377729,0.3286404576420286,0.5,0.8381141921417995,0.8381141921417995,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,motion_blur,1,128,-1,38400,271.39,10072.9,391,0.0001,adam,50000,38681,11319,0.22638,77.362,77.362,9.240100568727126,13.777172338529976,0.6812189943127288,2.033187430025134,2.033187430025134,0.1439984726482733,1.1972895091127116,0.0,1.2733774044733308,0.7470269199843184,0.4563301902750258,0.2906967297092925,0.1338982750668771,0.1785143965502071,0.04461612148333,1.126446717961435,1.4393842175253388,-0.3129374995639038,0.0,0.0,0.0,0.01526,0.0367905877814745,0.00172,0.0174654752233956,0.00026,0.0246679316888045,0.0714551726591026,0.0436436854418556,0.126625,0.1711333333333333,0.1971368421052631,0.144218794639422,0.2162239370046563,0.8545374751970936,0.8143052551927552,0.8551510703215728,0.6741199561138581,0.3309030569265911,0.5,0.8570147743952421,0.8570147743952421,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,motion_blur,2,128,-1,38400,276.56,10072.9,391,0.0001,adam,50000,36946,13054,0.26108,73.892,73.892,8.434878867423627,13.374324331452424,0.6545712113257637,2.170600856841597,2.170600856841597,0.1500416546568789,1.239117987989802,0.0,1.3822319467914383,0.7328901066680406,0.4329096587506328,0.2999804479174077,0.1377016305013752,0.1849669290899447,0.0472652985885694,1.1532655512263048,1.4821012979839925,-0.3288357467576877,0.0,0.0,0.0,0.0144,0.0389926888708367,0.0016,0.0193143408981168,0.00026,0.0359116022099447,0.0865128208267652,0.0490046074948685,0.1556,0.2042,0.2313894736842105,0.1638745749752768,0.2539252551871535,0.8558325584448978,0.8201311673795431,0.854336979254714,0.6827427738938924,0.3230639929723728,0.5,0.8582840501606696,0.8582840501606696,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,motion_blur,3,128,-1,38400,271.81,10072.9,391,0.0001,adam,50000,33946,16054,0.32108,67.892,67.892,7.019933583675419,12.432028737494615,0.6087206641632458,2.411316657001991,2.411316657001991,0.1607535877955882,1.3128352454481649,0.0,1.5714998007530812,0.7065405116762146,0.4018817116482815,0.304658800027933,0.1443621103800111,0.1954131799439115,0.0510510695639004,1.200150664071229,1.5511055082749652,-0.3509548442037362,0.0,0.0,0.0,0.0132,0.0438188819545877,0.0013,0.0217974513749161,0.00012,0.0294117647058823,0.1181450180151476,0.059978131386552,0.214425,0.2650222222222222,0.2922526315789474,0.201859384572151,0.3177997763417566,0.8510861801474227,0.8221419235590988,0.8465822686925119,0.6942426288167202,0.3124120266609472,0.5,0.8534486591169638,0.8534486591169638,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,motion_blur,4,128,-1,38400,279.02,10072.9,391,0.0001,adam,50000,29209,20791,0.41582,58.418000000000006,58.418000000000006,4.303144742543345,10.219255713823106,0.5423474282604969,2.766185461949929,2.766185461949929,0.1777778926516673,1.4290352412339673,0.0,1.841165618552156,0.6698808035351229,0.3631774817261043,0.3067033218090186,0.1547412639753833,0.2101417465791157,0.0554004826037323,1.2732522190213402,1.647892741874082,-0.3746405228527416,0.0,0.0,0.0,0.01236,0.0561053109396277,0.0011,0.0302863436123348,0.0001,0.057471264367816,0.179345147938266,0.0775488429285807,0.312425,0.3641777777777777,0.389978947368421,0.2694802917529062,0.4233306576424566,0.8437394651384043,0.8230372888979534,0.8344084898065678,0.7058029840220524,0.301885839571629,0.5,0.8463484531369894,0.8463484531369894,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,motion_blur,5,128,-1,38400,267.67,10072.9,391,0.0001,adam,50000,25669,24331,0.48662,51.338,51.338,3.174300407112577,8.68381926383096,0.4944300279644038,3.036672609270513,3.036672609270513,0.1932182238004356,1.5341591663256289,0.0,2.029172681746483,0.6418858254343971,0.3388654040172887,0.3030204214171083,0.1648426466045336,0.2231542186646668,0.0583115720601331,1.3442812567405007,1.734478761128171,-0.3901975043876702,0.0,0.0,0.0,0.0111,0.0658050746976523,0.00088,0.0374149659863945,6e-05,0.0555555555555555,0.2351950036356074,0.0908654546596845,0.39185,0.4403333333333333,0.4634105263157895,0.3266806952189648,0.5050165528129215,0.8368415338139445,0.8192666300675515,0.8249032960705482,0.7089102016940487,0.2991910315796557,0.5,0.8394106711670372,0.8394106711670372,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,pixelate,1,128,-1,38400,271.44,10072.9,391,0.0001,adam,50000,39071,10929,0.21858,78.142,78.142,9.247311986067327,12.714652949297845,0.6889468801393267,1.9917235155456237,1.9917235155456237,0.143043163652718,1.1919557283447468,0.0,1.2344240165025508,0.7499840004703664,0.4707401523093283,0.279243848161038,0.1342844697414113,0.1743553541375442,0.0400708843961328,1.130344113134424,1.4122162661691149,-0.2818721530346906,0.0,0.0,0.0,0.01614,0.0381434040743016,0.00244,0.0242063492063492,0.00028,0.0250447227191413,0.0714353938367647,0.0455867774393591,0.123025,0.1644222222222222,0.1892631578947368,0.1447342773021026,0.210184222547865,0.8475486520115473,0.802691702736395,0.8495454227480168,0.660456806513076,0.3442036163630766,0.5,0.8499841474480514,0.8499841474480514,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,pixelate,2,128,-1,38400,271.47,10072.9,391,0.0001,adam,50000,38735,11265,0.2253,77.47,77.47,9.126135625710244,13.460594436450224,0.6834386437428975,2.025574916444258,2.025574916444258,0.145324460113834,1.2085202654333005,0.0,1.2559724265763177,0.7463245774807662,0.4672036998160142,0.2791208776647519,0.13644936888313,0.175841695694954,0.0393923268118239,1.146247375880129,1.4226472407410766,-0.2763998648609476,0.0,0.0,0.0,0.0164,0.0401803214425715,0.00232,0.0245762711864406,0.00028,0.0255474452554744,0.0748675105540926,0.0473324782695065,0.127075,0.1710666666666666,0.1963578947368421,0.1511169525291753,0.2188848353895619,0.8468615149394771,0.8008974394452248,0.8493306430603751,0.6575956398739978,0.3472582173326433,0.5,0.8493967047421991,0.8493967047421991,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,pixelate,3,128,-1,38400,271.14,10072.9,391,0.0001,adam,50000,37403,12597,0.25194,74.806,74.806,8.662006883490363,13.240007380508112,0.6614512149419216,2.1432901112849825,2.1432901112849825,0.1519315300693364,1.2556023472625053,0.0,1.3388591370601195,0.7326174834034248,0.4501444006793509,0.2824730827240739,0.1416945497827284,0.1823271618594451,0.0406326120767167,1.1843212458863333,1.4672501233022732,-0.2829288774159399,0.0,0.0,0.0,0.0157,0.0431152853298182,0.00198,0.0245718540580789,0.0003,0.0341685649202733,0.0871586745463332,0.0523596144317704,0.150275,0.1965333333333333,0.2226526315789473,0.169386739598737,0.2453889594534752,0.8455487298095161,0.8021110692694875,0.846458324033259,0.6586316614109454,0.3467435560250833,0.5,0.8480358065875825,0.8480358065875825,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,pixelate,4,128,-1,38400,270.67,10072.9,391,0.0001,adam,50000,34695,15305,0.3061,69.39,69.39,7.097141035417094,12.280463947576903,0.6229285896458291,2.3347235631517926,2.3347235631517926,0.1600520082938966,1.3115894040825171,0.0,1.4918759759396034,0.7112246032332885,0.4227698054957535,0.288454797737535,0.1471703886781915,0.1892534321793516,0.04208304350116,1.2229367752797915,1.5125566014892835,-0.2896198262094918,0.0,0.0,0.0,0.01514,0.0495159602302459,0.0017,0.026771653543307,0.00022,0.0358306188925081,0.1147368521569083,0.0622069396419846,0.20165,0.2512444444444444,0.2774736842105263,0.2086883322528517,0.3067065380927824,0.8433367725536938,0.8054485385997048,0.8407016000119397,0.6621972686893614,0.3442191686841778,0.5,0.845976620175281,0.845976620175281,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,pixelate,5,128,-1,38400,284.7,10072.9,391,0.0001,adam,50000,32658,17342,0.34684,65.316,65.316,5.990259567176923,10.962863588571048,0.5932574043282308,2.4875414385686745,2.4875414385686745,0.1669881032944067,1.3593914522941737,0.0,1.611167442003726,0.6939613018967419,0.4036144630992816,0.2903468387974602,0.1513726947793162,0.1963946314506646,0.0450219366713483,1.2526090077589127,1.5604813538990951,-0.3078723461401824,0.0,0.0,0.0,0.01442,0.0544397463002114,0.00152,0.0294459511817125,0.00026,0.0534979423868312,0.1391570041349697,0.0705195047965117,0.242525,0.2935111111111111,0.3189052631578947,0.2350117653993615,0.3531235154400652,0.8394244630677213,0.8080485074030489,0.8338235646941436,0.6717505192273068,0.3352222271049074,0.5,0.8420851448030561,0.8420851448030561,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,saturate,1,128,-1,38400,270.45,10072.9,391,0.0001,adam,50000,38898,11102,0.22204,77.79599999999999,77.79599999999999,9.091857374552635,13.117377869991664,0.6870414262544736,1.9808265292517144,1.9808265292517144,0.1391585919822126,1.1628778766414127,0.0,1.2485024878546922,0.7496219399930137,0.46777851656237,0.2818434234306437,0.1305861243930688,0.1691938869094795,0.0386077625164107,1.1025832466605323,1.3741317513483384,-0.2715485046878061,0.0,0.0,0.0,0.01592,0.0372659176029962,0.00238,0.0243055555555555,0.00032,0.0341151385927505,0.0718461867551019,0.0451365158139285,0.12505,0.1674222222222222,0.1925263157894736,0.1476743843548578,0.2202282974559354,0.8502605882774825,0.808703756006348,0.8504451716117536,0.6612557153413694,0.3436727487201235,0.5,0.8527144699653253,0.8527144699653253,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,saturate,2,128,-1,38400,270.89,10072.9,391,0.0001,adam,50000,36933,13067,0.26134,73.866,73.866,7.718794560719748,11.713841138378022,0.6614720543928025,2.0885136457736184,2.0885136457736184,0.1416096984641674,1.178035947688869,0.0,1.3491453392928698,0.7360065530896731,0.4508052877002549,0.2852012653894182,0.1312061432839628,0.1710146501340608,0.0398085068500979,1.1053386020365112,1.3835101243919026,-0.2781715223553913,0.0,0.0,0.0,0.01662,0.0431733167082294,0.0022,0.0254983773759851,0.00022,0.0270935960591133,0.0905215148979931,0.0529345887575396,0.1617,0.2069777777777778,0.2319578947368421,0.1778449621992805,0.2676432953324227,0.845736990504406,0.8075994643975974,0.8439401790841925,0.6610085426833954,0.3442960892590771,0.5,0.8485325234196235,0.8485325234196235,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,saturate,3,128,-1,38400,272.56,10072.9,391,0.0001,adam,50000,39499,10501,0.21002,78.998,78.998,8.899710095929448,12.591339074721295,0.7009828990407055,1.8981364643184904,1.8981364643184904,0.1339898717822849,1.1228160051471758,0.0,1.1933799638526048,0.7599955531004915,0.4790096752803507,0.2809858778201408,0.1254709957940939,0.1660332088604257,0.0405622130663318,1.0623131932427816,1.3503943850549622,-0.2880811918121806,0.0,0.0,0.0,0.0175,0.0382798145069559,0.0028,0.0214165519351384,0.00066,0.0307262569832402,0.067396010112179,0.0436119388939871,0.11545,0.1575555555555555,0.1816842105263157,0.1397735267675791,0.2005639741160848,0.8483495966486964,0.8030377798852829,0.850287379183342,0.6637170063183455,0.3405685156205317,0.5,0.8508146286355255,0.8508146286355255,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,saturate,4,128,-1,38400,277.31,10073.3,391,0.0001,adam,50000,37158,12842,0.25684,74.316,74.316,6.860021085992455,10.228623740967146,0.6745646503289043,1.987104749451177,1.987104749451177,0.1316599373095562,1.100896163738328,0.0,1.3048722159557953,0.7488784619687086,0.4595395286257552,0.2893389333429533,0.1212669499227629,0.1617317816732429,0.04046483175048,1.0271865091512562,1.3141731723932426,-0.2869866632419864,0.0,0.0,0.0,0.01936,0.0462427745664739,0.00364,0.0288111445306316,0.00076,0.0289193302891933,0.0889007839556361,0.0526633072653313,0.15695,0.2023777777777777,0.2281894736842105,0.1748904409284592,0.2610238826733119,0.8452291386569744,0.8060095633827185,0.8439854282665656,0.6635236305843865,0.3415125050673427,0.5,0.8480802993172623,0.8480802993172623,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,saturate,5,128,-1,38400,270.88,10072.9,391,0.0001,adam,50000,33453,16547,0.33094,66.906,66.906,4.300087896243669,8.741071069462702,0.6266569530717936,2.2173618569246982,2.2173618569246982,0.1389392551377129,1.1504863833840586,0.0,1.5059102524216563,0.7247330201835672,0.4283769824976614,0.2963560376859058,0.1254589670836157,0.1661922965514868,0.040733329467871,1.0564296424424666,1.3406404992188976,-0.284210856776431,0.0,0.0,0.0,0.0211,0.0609192747430419,0.0045,0.0460216813254244,0.0008,0.0398406374501992,0.1309569580693083,0.0688998190652018,0.227775,0.2775111111111111,0.3027157894736842,0.2345206052585384,0.3563963100233883,0.839926661231426,0.8065182785966145,0.8361673710795662,0.6629339795052664,0.3432848768876704,0.5,0.8433319433695353,0.8433319433695353,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,shot_noise,1,128,-1,38400,279.6,10072.9,391,0.0001,adam,50000,37677,12323,0.24646,75.354,75.354,8.069260426009073,12.077212938592451,0.6728473957399093,2.043288836946569,2.043288836946569,0.1404546051363338,1.169953884567013,0.0,1.3076779561777716,0.7449386421349098,0.452431759091006,0.2925068830439037,0.1292975197807027,0.1745668752770554,0.0452693554963526,1.0914241136694152,1.410055010762647,-0.3186308970932319,0.0,0.0,0.0,0.0167,0.0405694295986784,0.00202,0.0191070752932273,0.00036,0.0353634577603143,0.0809890543477013,0.0477606619363394,0.146025,0.1914444444444444,0.2173684210526315,0.1545368884867153,0.2344169851764064,0.8518311010963577,0.8154363641971764,0.8507405962464649,0.6844335661857428,0.3203324109063722,0.5,0.8544604778814657,0.8544604778814657,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,shot_noise,2,128,-1,38400,267.2,10072.9,391,0.0001,adam,50000,35969,14031,0.28062,71.938,71.938,7.433430227241013,11.450796707757371,0.6450456977275899,2.197803037137828,2.197803037137828,0.1493662169958406,1.233291745255408,0.0,1.414752329975384,0.7293244078754343,0.4289940317516925,0.3003303761237418,0.1355134887058295,0.1848782107142788,0.0493647220084492,1.1367202793704052,1.480856356218109,-0.3441360768477037,0.0,0.0,0.0,0.01538,0.0425237779252377,0.0016,0.0187309763521423,0.00028,0.0372340425531914,0.0969296429432399,0.0532486316204828,0.1754,0.2252666666666666,0.2516210526315789,0.1741853414267688,0.2723260751470837,0.8518075225330588,0.8179605455714377,0.8498683630949725,0.6916526747104521,0.3135176859695733,0.5,0.8544661373735501,0.8544661373735501,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,shot_noise,3,128,-1,38400,277.94,10072.9,391,0.0001,adam,50000,33586,16414,0.32828,67.172,67.172,6.343528167983519,10.745443759739814,0.6082847183201648,2.3933853385719006,2.3933853385719006,0.1598657829827605,1.306903888637363,0.0,1.5553558441812263,0.7094633924603846,0.4012549297449595,0.308208462715425,0.1418924189003839,0.1966425227214408,0.0547501038210568,1.1828714852444713,1.5606965229954513,-0.37782503775098,0.0,0.0,0.0,0.0131,0.0425048669695003,0.00142,0.0215151515151515,0.00018,0.0391304347826087,0.1206995949173056,0.0597061800775398,0.22145,0.2732,0.2998947368421052,0.2008822749556496,0.3240465983987543,0.8523767317233603,0.8237160290152344,0.8476550337693362,0.7044682711166091,0.3010968938424686,0.5,0.8549701523690827,0.8549701523690827,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,shot_noise,4,128,-1,38400,275.97,10072.9,391,0.0001,adam,50000,28833,21167,0.42334,57.666,57.666,3.950118048499339,9.288466182313991,0.5372416023575235,2.7693495860789903,2.7693495860789903,0.1784513447420706,1.4339337430797146,0.0,1.835727419659384,0.6694710677100352,0.3571229188166831,0.312348148893352,0.152077784626554,0.2143765518479756,0.0622987672214216,1.2548468820064005,1.677880049373798,-0.4230331673673977,0.0,0.0,0.0,0.01224,0.0543758329631275,0.00082,0.0206341217916457,0.00014,0.0588235294117647,0.1829681725275622,0.0770809101078488,0.32125,0.3725333333333333,0.3977473684210526,0.2645625075853286,0.4334074792265938,0.8442631487491405,0.8222208552624004,0.8356585015138361,0.7196615956493491,0.2861927604301494,0.5,0.8467274753292604,0.8467274753292604,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,shot_noise,5,128,-1,38400,272.84,9995.9,391,0.0001,adam,50000,24189,25811,0.51622,48.378,48.378,2.6982658614171684,8.455979205575526,0.4674700893801916,3.153183475602828,3.153183475602828,0.1992407100672042,1.5726776444026642,0.0,2.108192381991968,0.6319410625367847,0.3133347064161519,0.3186063561206328,0.1614865289303457,0.234622364691956,0.0731358357616103,1.319433895342874,1.8100071956020467,-0.4905733002591725,0.0,0.0,0.0,0.01028,0.0634881422924901,0.0007,0.026778882938026,6e-05,0.0566037735849056,0.2556125451525192,0.0906773078395478,0.423775,0.4713111111111111,0.4940421052631579,0.3315715867826763,0.5431522522291207,0.8409248374800515,0.8247984748442768,0.8279596655346803,0.7388783204604985,0.2669044242316961,0.5,0.8430842275219359,0.8430842275219359,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,snow,1,128,-1,38400,271.61,10072.9,391,0.0001,adam,50000,35749,14251,0.28502,71.49799999999999,71.49799999999999,8.250964001432992,12.893001596286291,0.63247035998567,2.3042923356744787,2.3042923356744787,0.1594994311040148,1.30592180316719,0.0,1.46311155942088,0.7157023330587331,0.4236808150141642,0.2920215180445689,0.1461372771375237,0.1930187379700655,0.0468814608325417,1.214298990217904,1.535759985759571,-0.3214609955416669,0.0,0.0,0.0,0.01556,0.0475143520214974,0.00208,0.0343007915567282,0.00014,0.0199430199430199,0.103990140371635,0.0588464370831989,0.181225,0.2298222222222222,0.2563157894736842,0.1918536560790479,0.2816527135583323,0.8445452359160309,0.8083313226546813,0.8420346168033829,0.6709093953996482,0.3353325131862083,0.5,0.8478313943768416,0.8478313943768416,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,snow,2,128,-1,38400,279.81,10072.9,391,0.0001,adam,50000,28278,21722,0.43444,56.556,56.556,4.066931947048286,10.039760080093762,0.5280133394807996,2.8718118549984557,2.8718118549984557,0.1895919692117985,1.5092775817218795,0.0,1.872753830000991,0.6576343652084117,0.3592708956208689,0.2983634695875427,0.1651332654872538,0.2214326479671008,0.0562993824798469,1.346212532076782,1.7215579184249488,-0.3753453863481668,0.0,0.0,0.0,0.01398,0.0722032847846296,0.00186,0.0601163542340012,0.0004,0.0684931506849315,0.2011269375148677,0.0890215751583434,0.33335,0.3840666666666666,0.4094736842105263,0.3098574902709871,0.4539980117229773,0.835589579746914,0.8090449353587055,0.8260856567847661,0.6815154969034052,0.3263997911250875,0.5,0.8392531332229933,0.8392531332229933,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
come,COME,come,2,snow,3,128,-1,38400,267.64,10072.9,391,0.0001,adam,50000,29121,20879,0.41758,58.242,58.242,4.363306040987839,10.26896670062184,0.5404481181289209,2.79527535385713,2.79527535385713,0.183216855842841,1.4635649602537415,0.0,1.8345010274020024,0.6657201714385418,0.3657248332767024,0.2999953381618394,0.1596973050356414,0.2160207659466037,0.0563234609109623,1.3058666303836173,1.6835148172463126,-0.3776481868626953,0.0,0.0,0.0,0.0143,0.0677019221664615,0.00222,0.0602933188484519,0.00062,0.0796915167095115,0.1880033075410185,0.0852582674481003,0.316575,0.3668,0.3918736842105263,0.293972247338654,0.4329855487281698,0.8367758304413807,0.8099084823991021,0.8281940507886059,0.6827803644994287,0.3248341664534614,0.5,0.8402709847631177,0.8402709847631177,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
